Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3iZQ1x0ZCvLRXGMRxKdFss,"6QOnII7AhBs2LR471krdEM","Intermezzo 1","Music for Hang","Davide Swarup",2007-01-01,144066,42,11136072044,2022-05-31T12:20:57Z,"",0.593,0.0294,2,-34.623,0,0.0674,0.918,0.861,0.105,0.619,110.562,4
5spA168Sm4p8Xo4Vzo6cgV,"38sjn6wlrnZnNbgVbUa4uI","Egyptian Drums - Belly Dance","African And Middle Eastern Drums: Belly Dance And Soukous Music","All Star African Drum Ensemble",2008-05-01,281418,36,11136072044,2022-05-31T12:20:57Z,"",0.742,0.343,1,-24.192,1,0.462,0.00458,0.928,0.0865,0.72,159.999,4
0c0JQue8R16oT72mDIPmFk,"69M2aODb7k10CQ3eN3CRXt","Cappuccino Lovely: No. 2. Milk","Lin: Star Splendours","Chin Cheng Lin",2012-12-01,289253,39,11136072044,2022-05-31T12:20:57Z,"classical percussion,marimba",0.578,0.0761,1,-23.708,0,0.0713,0.984,0.967,0.0935,0.66,127.025,3
2OEUrK1H4m4e9R0eqsDESE,"1uuTWnnSPHQMX8ZHi1XTN9","River at Dawn","Urban","Kate Stone",2016-12-01,186500,40,11136072044,2022-05-31T12:20:57Z,"new tribe",0.54,0.0432,2,-29.806,0,0.0547,0.994,0.954,0.0873,0.79,125.203,4
0uzZTyhZAx2f37bWDd3MlA,"3mrO7UO9uxaicIbotgmqvR,7FKPzei8LlN2G0TNxGMB5t","Four Rotations for Marimba - Rotation IV","Interiorem","Eric Sammut,Tobias Messerschmidt",2017-12-11,154106,0,11136072044,2022-05-31T12:20:57Z,"",0.312,0.0173,7,-31.208,1,0.0727,0.995,0.953,0.1,0.082,72.843,4
4p7AfmyhefTJPsddROdcaj,"0skRhVJnuKDMGoLkqr1MAL","News From New Zealand","Calm Upon You","Ravid",2010-11-11,193720,39,11136072044,2022-05-31T12:20:57Z,"new tribe",0.473,0.229,2,-18.512,0,0.0413,0.996,0.953,0.0981,0.702,132.018,4
33Q7gzXHp4DVXBgW5apr8o,"38VFk9ODFiXZFH1knbI9f0,59QoFNgV8EiF0ANQGrNOBI","A B S E N T I A - Udu & Hang Solo","A B S E N T I A","Tempus Fugit Percussion Ensemble,Francesco Brianzi",2020-02-14,199630,40,11136072044,2022-05-31T12:20:57Z,"",0.631,0.159,11,-16.008,1,0.116,0.967,0.958,0.109,0.367,81.917,3
7lp1HBbTLbLrLGUINqJqwO,"0flSAgCmKV5vgWQeaWpzvS","Three Preludes for Marimba - N.1 E minor","Ney Rosauro In Concert","Ney Rosauro",1998-01-01,245626,30,11136072044,2022-05-31T12:20:57Z,"brazilian contemporary classical,classical percussion,latin classical,mallet,marimba",0.519,0.0628,4,-22.454,0,0.0646,0.986,0.969,0.075,0.518,99.435,4
75E60HGE8xcd667O1Thayz,"1VZg5g46KNbpD7CsIxPrKo","African Games","Worship African Experience: Shamanic Serenity, Relaxing Drums, Tribal Meditation","African Music Drums Collection",2021-09-18,112940,32,11136072044,2022-05-31T12:20:57Z,"",0.745,0.165,5,-17.645,0,0.0502,0.791,0.0892,0.0921,0.12,102.551,4
63s5p5HY9L55e8bkU3PWrQ,"2fqkqEsGgtIToaqV8snUV6","Meditation Drums","Deep Meditation","Deep Meditation",2010-08-16,142081,33,11136072044,2022-05-31T12:20:57Z,"sleep",0.802,0.408,11,-20.958,1,0.0468,0.41,0.871,0.0675,0.325,109.969,4
0G8momaafJ03OpLjnhBciX,"6QOnII7AhBs2LR471krdEM","Moods-Bottom","Music for Hang","Davide Swarup",2007-01-01,430880,31,11136072044,2022-05-31T12:20:57Z,"",0.292,0.0923,2,-31.939,0,0.118,0.84,0.893,0.119,0.0394,196.224,4
12pXI6fOqygBSA2YO4SLCH,"0S2L6cMzog6TyuZsNhK20s,62HQ6hBQ9kqrjRyvoGHst6","Hypnosis Practice","Tongue Drum Healing Sounds - Calm Your Negative Emotions and Relax with the Gentle Sounds of Instruments, Reiki Music, Meditation, Yoga","Spiritual Power Control,Emotional Healing Intrumental Academy",2021-02-10,216672,31,11136072044,2022-05-31T12:20:57Z,"",0.489,0.0938,10,-21.843,0,0.052,0.983,0.944,0.111,0.0722,81.168,4
29EphovzWC9fG1yzfqCZLp,"3B6W7sM7HLbRi9Min5tU56","Indian Trance","The Last Apache: Shamanic Meditation - Native American Music, Tribal Journey of Indian Spirit","Shamanic Drumming World",2017-04-26,275048,33,11136072044,2022-05-31T12:20:57Z,"world meditation",0.831,0.0263,3,-26.671,1,0.114,0.662,0.893,0.0815,0.168,82.657,4
2QucioZmCDIoiteQwueRoQ,"4QyQTLlakG31IZkXiacgpA","Hollow Sphere","Hollow Sphere","Galtritandos",2022-04-17,156795,33,11136072044,2022-05-31T12:20:57Z,"",0.549,0.0269,5,-29.02,1,0.0392,0.981,0.923,0.108,0.113,159.991,4
5MUvU7ylgZmnSjwXuquLXZ,"6i1anbI9lYxG8g0440Up8r","whisper","whisper","Juni Tinley",2022-05-16,154342,15,11136072044,2022-05-31T12:20:57Z,"atmosphere,background music,focus",0.403,0.0438,1,-28.797,1,0.0504,0.986,0.941,0.138,0.117,152.125,3
1rV4lmkwXPVJl5styxffBR,"5vvexjQ7ylXNyh3wLp5FvA","Lost Treasures","World of African Drumming (Ancient Egypt Atmosphere, New Age Sound of the Far Orient, Tribal African Drums, Relaxation Music Oasis)","Serenity Music Zone",2017-07-29,282000,29,11136072044,2022-05-31T12:20:57Z,"",0.724,0.00273,2,-32.548,0,0.0627,0.974,0.954,0.105,0.741,119.959,3
48MaeYhgUAN64sHd9EIkPP,"6QWb6pd3MJQbm9jJXUPw2C","Ant Sandwich","Vesica Piscis","Hang Playing Hedge Monkeys",2010-01-03,211973,33,11136072044,2022-05-31T12:20:57Z,"hangpan,new tribe",0.619,0.225,9,-17.987,0,0.0642,0.939,0.963,0.0968,0.189,111.956,4
3ZASLhKNNYTAo2O3Pz0lDz,"4BYqP4YTwWGpi4q94QkW2x,1GykWQWG7xcdwxdLiX40jL","Pluto was here","Osmosis","Yatao,Alexander Mercks",2022-04-01,285210,33,11136072044,2022-05-31T12:20:57Z,"new tribe",0.287,0.113,6,-20.271,0,0.0442,0.93,0.947,0.103,0.0685,176.188,4
2xG6eMBqaFVHkB0TtS4S4P,"1Fv4aj9ojTsR3lz2RwYEKM","Hangimba","Hangimba","Hangimba Boy",2022-03-14,176875,37,11136072044,2022-05-31T12:20:57Z,"",0.593,0.0607,4,-26.498,1,0.0469,0.953,0.952,0.107,0.224,144.025,4
0QsBIO39QRGUTiTq3aYM0R,"2R7WUYRds2jViOGNAGIzEd","Downward Facing Dog","Yoga Drumming 1","Jay On the Drums",2018-09-16,219168,32,11136072044,2022-05-31T12:20:57Z,"",0.511,0.0165,11,-18.529,1,0.0885,0.000847,0.934,0.111,0.0433,96.872,4
2vAqcKkTSGUAkpu2kRKorM,"5gPITPJ367q2LVTwzVXhLJ","Still Moment","Still Moment","Tunde Jegede",2006-01-01,343000,40,11136072044,2022-05-31T12:21:39Z,"kora",0.309,0.0531,10,-28.994,0,0.0343,0.985,0.942,0.162,0.0756,147.644,4
6ER0qOpbB77XT2bo1PQC22,"5YHCN15OUsjGAg1az5m818,3iT2a4ug1Z4miaWS0HINdc","Hinna-Djulo","SOAR","Catrin Finch,Seckou Keita",2018-04-27,356020,12,11136072044,2022-05-31T12:21:39Z,"classical harp,harp,kora,welsh folk",0.385,0.184,7,-18.468,0,0.042,0.882,0.889,0.171,0.216,117.859,4
7ErDaI6whsHgH5kVJqfydV,"0OQeMFqoRD5clB0cPYVbxY","Yafa Djini Te Djitoyaye","A Touma","Ballaké Sissoko",2021-09-10,316966,28,11136072044,2022-05-31T12:21:39Z,"afropop,kora,malian blues,mallet,mande pop,musique mandingue,world",0.474,0.222,1,-15.043,1,0.0499,0.96,0.891,0.103,0.119,135.599,3
18PMUMZqCeKiZ5sV5fn1kz,"0r4d3UdcQlNjYRaFAbEZgh","Winter Trees Stand Sleeping","Transitional Times","Dawda Jobarteh",2016-10-14,140933,34,11136072044,2022-05-31T12:21:39Z,"kora",0.439,0.162,2,-13.163,1,0.0429,0.938,0.943,0.111,0.224,140.249,3
3T5vxl7qadr3rh7YVV296S,"3mNygoyrEKLgo6sx0MzwOL,2nCACYdIndYchzX4bxLcTW","Warbé","Ali & Toumani","Ali Farka Touré,Toumani Diabaté",2010-02-22,291293,37,11136072044,2022-05-31T12:21:39Z,"afropop,desert blues,malian blues,mande pop,world",0.594,0.221,4,-19.161,1,0.0478,0.937,0.914,0.353,0.372,148.34,4
7GBhEInpST7Dx9fE0tBMEI,"5gPITPJ367q2LVTwzVXhLJ","El Sicuri","Still Moment","Tunde Jegede",2006-01-01,175533,32,11136072044,2022-05-31T12:21:39Z,"kora",0.508,0.155,10,-24.854,0,0.0399,0.942,0.944,0.121,0.589,125.242,4
51GZs0btQ7q02lps378FYN,"0OQeMFqoRD5clB0cPYVbxY","Nan Sira Madi - A COLORS SHOW","Nan Sira Madi - A COLORS SHOW","Ballaké Sissoko",2021-07-12,301055,36,11136072044,2022-05-31T12:21:39Z,"afropop,kora,malian blues,mallet,mande pop,musique mandingue,world",0.357,0.262,2,-14.165,0,0.043,0.974,0.862,0.113,0.349,83.189,4
2Zku7DKoRSacXpHWqQkboq,"0FNLrVKyvRdifc0MHYnl8x","Las morillas de Jaén","Méditation kora & alto","Jacques Burtin",2003,172218,28,11136072044,2022-05-31T12:21:39Z,"kora",0.516,0.0977,5,-23.899,1,0.087,0.912,0.873,0.0914,0.15,124.846,4
00lcn90nnKszEEuVgO8VzK,"3mNygoyrEKLgo6sx0MzwOL,2nCACYdIndYchzX4bxLcTW","Monsieur le Maire de Niafunké","In the Heart of the Moon","Ali Farka Touré,Toumani Diabaté",2005-06-27,235320,40,11136072044,2022-05-31T12:21:39Z,"afropop,desert blues,malian blues,mande pop,world",0.593,0.428,0,-13.515,1,0.0293,0.803,0.861,0.124,0.38,99.791,4
3Y1sNu905RWz6JNEEmuYW7,"7v8qNR5OXbOludbhQoLabP","Kooma Kumaro - Instrumental","Kora Fo","Maher Cissoko",2017-06-09,280333,28,11136072044,2022-05-31T12:21:39Z,"kora",0.335,0.141,6,-24.41,0,0.0422,0.961,0.9,0.0694,0.276,150.188,3
6edZwX23WcUDbKx9VOxC1Z,"2q0V4ngQ2LJ3gVS5lVW5Ww","let the reins go","kind of wind","flower water",2021-07-01,195372,36,11136072044,2022-05-31T12:22:02Z,"",0.542,0.108,0,-18.345,1,0.0358,0.986,0.861,0.109,0.0956,79.816,4
5e9j1O0uzn49EYU5JswarF,"5QPm2OdKelGlQ0OKgvT78z","Taylor","Reflections","Joe Castle",2021-09-24,187874,33,11136072044,2022-05-31T12:22:02Z,"",0.29,0.0901,7,-18.895,1,0.0374,0.911,0.874,0.131,0.0349,112.363,5
4Tb2hOoWV5c6Xe8CcI2sUP,"4QWzCQdSl0I35LnBIN5Lmr","Wagonside","Rotations","Arpwatch",2021-06-25,198000,32,11136072044,2022-05-31T12:22:02Z,"",0.419,0.0655,9,-18.22,1,0.0448,0.978,0.604,0.111,0.42,144.332,3
4yf9GHCVO6VyY6q9yl2LvI,"0bcsH2FSusCuTAZ8aAgbJV","Hold My Hand","It's Not in Vain","They Dream By Day",2021-12-03,162330,54,11136072044,2022-05-31T12:22:02Z,"atmosphere,background music,focus",0.516,0.26,0,-16.508,1,0.0381,0.812,0.924,0.107,0.0831,93.031,4
1oRYeH614gcXBYZMjjvnOz,"3nPrEz2yxxCTnR2yPHiFo6","cold start","cold start","RRST",2021-04-16,152625,49,11136072044,2022-05-31T12:22:02Z,"",0.615,0.212,3,-15.542,0,0.0315,0.973,0.883,0.114,0.0765,124.867,3
1CdiqrBad8rjxuriEcUGU7,"6EdMmAogESKj2fFzAGM8yE","Forward Momentum","Friends","Sobrante",2021-05-06,178500,31,11136072044,2022-05-31T12:22:02Z,"",0.469,0.159,9,-14.729,0,0.0336,0.973,0.683,0.115,0.194,143.993,4
0GZRJWAb08RLUPHyP6uWcY,"5ANgyunkGzckn6Pn0AK5FC","Crows","Condor","Dust Follows",2019-03-01,159567,35,11136072044,2022-05-31T12:22:02Z,"calming instrumental",0.418,0.234,11,-10.876,0,0.0348,0.982,0.781,0.0815,0.2,68.923,5
1GjZZjRXRKGHwpoNwcg7yH,"5FnRSMJOiTQUGkNRfOaJYm","Butterfly Baby - Guitar","Wishful Thinking & Butterfly Baby","Byron Wolfe",2022-01-03,159428,30,11136072044,2022-05-31T12:22:02Z,"",0.583,0.0276,0,-21.401,1,0.0579,0.991,0.952,0.103,0.361,63.602,3
4xDlA5m82NK3cPFBED5ttv,"1kB8QJP6BXE8ezroP29Z5r","Pathways","Pathways","Elementaries",2021-02-18,200680,31,11136072044,2022-05-31T12:22:02Z,"chill beats",0.472,0.0995,9,-15.941,1,0.0459,0.973,0.895,0.111,0.114,169.83,3
0kCh1hmYmvY8Jo20Brub2X,"1fBgQyqIUMiSAap0lST8L0","Sucked Back In the Game","Sucked Back In the Game","Deep Mark",2022-04-01,124174,28,11136072044,2022-05-31T12:22:02Z,"",0.437,0.0105,3,-18.125,1,0.0463,0.909,0.858,0.113,0.143,130.184,4
0DnhhwJ9zw3xjRHGB7eo7R,"7oJoc76R3JMv7dZhxgi7zD","Quiet Times","Quiet Times","Dan Maus",2022-01-06,173793,62,11136072044,2022-05-31T12:23:18Z,"",0.0687,0.00959,0,-31.321,1,0.0424,0.957,0.754,0.102,0.0319,64.987,4
1OraD6cUqvKrh8A5skqtBh,"0JXsWES2h8yg0TKw7obalI","Aurora","Aurora","Stephanie Hawk",2021-09-06,202124,60,11136072044,2022-05-31T12:23:18Z,"",0.0945,0.0623,2,-29.387,1,0.0371,0.86,0.667,0.096,0.0528,71.118,3
0CMYUXTTTmI6Lwc0opH2XG,"58PoZ2UB30eX8jppZ6B87i","Herinneringen","Herinneringen","Sohn Aelia",2022-01-13,172357,70,11136072044,2022-05-31T12:23:18Z,"sleep",0.0685,0.00342,0,-37.156,1,0.0418,0.99,0.91,0.106,0.0581,73.644,1
48UNHWGzRfk4AOKrCJM7XJ,"0vPGOBFcfVsCzqsYTxubi6","I et andet liv","I et andet liv","Minik Knudsen",2021-12-21,186500,67,11136072044,2022-05-31T12:23:18Z,"sleep",0.0685,0.00769,7,-38.523,1,0.0439,0.991,0.859,0.107,0.111,74.874,3
5BPskS9THo8GzpNB1prEOM,"13f3uLVCX4o7wjqwtVlDwC","Hesperus","Hesperus","Rosa Løvstrøm",2021-12-30,200000,60,11136072044,2022-05-31T12:23:18Z,"background music",0.137,0.0122,5,-33.306,1,0.0432,0.939,0.937,0.11,0.0383,70.752,4
5cbkiCRy1LVLiAl1q64n2S,"4lOnTI7pZfZeLAQ4z2idCd","Wanderstar","Aphelion","Amel Scott",2021-09-08,160511,66,11136072044,2022-05-31T12:23:18Z,"",0.271,0.045,10,-30.262,1,0.0417,0.988,0.843,0.108,0.0415,71.13,4
5YZGwFeQxvTrgUFa4Fmtth,"40EzXxZKfeMHctd8T22mlh","Illustratosphere","Illustratosphere","Anna Nueva",2022-01-12,210166,60,11136072044,2022-05-31T12:23:18Z,"",0.0627,0.0458,4,-30.51,1,0.0459,0.918,0.874,0.104,0.0381,68.06,3
13CYT9XLC54qtyg0U8aqb7,"6ptntg50Xz0ACYkxCIOHz0","Hush","Hush","Yonatan Awate",2021-10-22,190000,66,11136072044,2022-05-31T12:23:18Z,"sleep",0.0917,0.00935,0,-32.99,1,0.0438,0.97,0.931,0.106,0.0689,73.055,3
0QCWhIYVGx3ousdsUZgy84,"639xerhpqwPMYay6bkjz75","Going Back","Going Back","Koby Laver",2021-10-22,228000,69,11136072044,2022-05-31T12:23:18Z,"background music",0.065,0.0034,9,-37.097,1,0.0489,0.984,0.847,0.101,0.0719,72.496,4
2iXFZRMJCWCkLd8hrm8GmO,"1E7RDm6USh7HGKtdVF9TZM","Relaksohuni","Relaksohuni","Qetesia",2021-10-21,182739,64,11136072044,2022-05-31T12:23:18Z,"",0.209,0.00379,3,-37.383,1,0.0351,0.994,0.833,0.103,0.0704,69.092,4
